category,city,country_region,customer_id,customer_name,order_date,order_id,postal_code,product_id,product_name,region,row_id,segment,ship_date,ship_mode,ship_status,state,sub_category,days_to_ship_actual,days_to_ship_scheduled,discount,profit,quantity,sales,sales_forecast
Furniture,Dallas,United States,KM-16375,Katherine Murray,2018-07-20,CA-2018-143903,75217,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Central,3078,Home Office,2018-07-24,Standard Class,Shipped Early,Texas,Chairs,4,6,0.3,-140,2,981,1016
Furniture,San Antonio,United States,MO-17800,Meg O'Connel,2019-11-22,CA-2019-139094,78207,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Central,1751,Home Office,2019-11-27,Standard Class,Shipped Early,Texas,Tables,5,6,0.3,-33,2,207,214
Furniture,Houston,United States,RB-19705,Roger Barcio,2019-12-26,CA-2019-119550,77070,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Central,5690,Home Office,2019-12-31,Standard Class,Shipped Early,Texas,Chairs,5,6,0.3,-90,3,275,285
Furniture,League City,United States,PV-18985,Paul Van Hugh,2018-07-12,CA-2018-161508,77573,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Central,8314,Home Office,2018-07-16,Standard Class,Shipped Early,Texas,Chairs,4,6,0.3,-15,3,512,530
Furniture,Dallas,United States,DB-13270,Deborah Brumfield,2021-06-19,CA-2021-154011,75081,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Central,9288,Home Office,2021-06-26,Standard Class,Shipped Late,Texas,Tables,7,6,0.3,-85,3,457,473
Furniture,Normal,United States,DR-12940,Daniel Raglin,2019-03-30,CA-2019-104871,61761,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Central,7002,Home Office,2019-04-03,Standard Class,Shipped Early,Illinois,Chairs,4,6,0.3,-110,4,367,380
Furniture,Houston,United States,ED-13885,Emily Ducich,2021-08-17,CA-2021-133102,77095,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Central,7187,Home Office,2021-08-24,Standard Class,Shipped Late,Texas,Chairs,7,6,0.3,-2,4,75,77
Furniture,Elmhurst,United States,VF-21715,Vicky Freymann,2018-03-01,CA-2018-113880,60126,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Central,6548,Home Office,2018-03-05,Standard Class,Shipped Early,Illinois,Chairs,4,6,0.3,-172,6,634,656
Furniture,Odessa,United States,BC-11125,Becky Castell,2018-09-13,CA-2018-113859,79762,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Central,5278,Home Office,2018-09-17,Standard Class,Shipped Early,Texas,Chairs,4,6,0.3,-10,6,340,352
Furniture,Pasadena,United States,SN-20710,Steve Nguyen,2020-11-18,CA-2020-119963,77506,FUR-CH-10003817,"Global Value Steno Chair, Gray",Central,3951,Home Office,2020-11-22,Standard Class,Shipped Early,Texas,Chairs,4,6,0.3,-18,6,255,264
Furniture,Rockford,United States,SN-20710,Steve Nguyen,2021-10-12,CA-2021-152702,61107,FUR-CH-10002304,"Global Stack Chair without Arms, Black",Central,1046,Home Office,2021-10-16,Standard Class,Shipped Early,Illinois,Chairs,4,6,0.3,-18,14,255,264
Furniture,Houston,United States,MT-18070,Michelle Tran,2018-09-25,US-2018-112914,77041,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Central,2826,Home Office,2018-09-30,Standard Class,Shipped Early,Texas,Bookcases,5,6,0.32,-97,2,301,311
Furniture,Chicago,United States,JK-16120,Julie Kriz,2021-02-17,CA-2021-154039,60653,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Central,3860,Home Office,2021-02-22,Standard Class,Shipped Early,Illinois,Tables,5,6,0.5,-269,3,481,498
Furniture,Chicago,United States,GM-14455,Gary Mitchum,2021-12-14,CA-2021-122595,60653,FUR-FU-10002963,"Master Caster Door Stop, Gray",Central,3334,Home Office,2021-12-20,Standard Class,Shipped On Time,Illinois,Furnishings,6,6,0.6,-1,1,2,2
Furniture,Austin,United States,JK-16120,Julie Kriz,2021-05-11,CA-2021-140298,78745,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Central,4703,Home Office,2021-05-17,Standard Class,Shipped On Time,Texas,Furnishings,6,6,0.6,-7,1,8,8
Furniture,Chicago,United States,SJ-20125,Sanjit Jacobs,2021-04-20,CA-2021-166849,60610,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Central,2239,Home Office,2021-04-26,Standard Class,Shipped On Time,Illinois,Furnishings,6,6,0.6,-52,2,44,46
Furniture,Houston,United States,ED-13885,Emily Ducich,2021-08-17,CA-2021-133102,77095,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Central,7188,Home Office,2021-08-24,Standard Class,Shipped Late,Texas,Furnishings,7,6,0.6,-22,2,17,17
Furniture,Aurora,United States,JK-16120,Julie Kriz,2020-09-03,US-2020-100566,60505,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Central,1382,Home Office,2020-09-09,Standard Class,Shipped On Time,Illinois,Furnishings,6,6,0.6,-90,3,84,87
Furniture,Saint Charles,United States,MG-17890,Michael Granlund,2018-12-29,CA-2018-118276,60174,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Central,7204,Home Office,2019-01-02,Standard Class,Shipped Early,Illinois,Furnishings,4,6,0.6,-5,3,9,9
Furniture,Dallas,United States,BF-11170,Ben Ferrer,2020-04-30,US-2020-120460,75081,FUR-FU-10004973,Flat Face Poster Frame,Central,2155,Home Office,2020-05-05,Standard Class,Shipped Early,Texas,Furnishings,5,6,0.6,-10,3,23,23
Furniture,Dallas,United States,LS-16975,Lindsay Shagiari,2021-11-12,CA-2021-164168,75081,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Central,3140,Home Office,2021-11-18,Standard Class,Shipped On Time,Texas,Furnishings,6,6,0.6,-18,3,23,24
Furniture,Pharr,United States,MH-18115,Mick Hernandez,2020-08-23,US-2020-160528,78577,FUR-FU-10004973,Flat Face Poster Frame,Central,3018,Home Office,2020-08-30,Standard Class,Shipped Late,Texas,Furnishings,7,6,0.6,-10,3,23,23
Furniture,Dallas,United States,KM-16375,Katherine Murray,2018-07-20,CA-2018-143903,75217,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Central,3077,Home Office,2018-07-24,Standard Class,Shipped Early,Texas,Furnishings,4,6,0.6,-14,5,17,17
Furniture,Pasadena,United States,BF-11005,Barry Franz,2020-07-28,US-2020-105452,77506,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Central,9592,Home Office,2020-08-01,Standard Class,Shipped Early,Texas,Furnishings,4,6,0.6,-10,5,25,26
Furniture,Pasadena,United States,BF-11005,Barry Franz,2020-07-28,US-2020-105452,77506,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Central,9593,Home Office,2020-08-01,Standard Class,Shipped Early,Texas,Furnishings,4,6,0.6,-378,5,303,313
Furniture,Baltimore,United States,MG-17890,Michael Granlund,2019-07-16,CA-2019-146948,21215,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",East,4600,Home Office,2019-07-20,Standard Class,Shipped Early,Maryland,Chairs,4,6,0,44,1,151,156
Furniture,Franklin,United States,DR-12940,Daniel Raglin,2019-09-01,CA-2019-104626,2038,FUR-CH-10003817,"Global Value Steno Chair, Gray",East,2817,Home Office,2019-09-08,Standard Class,Shipped Late,Massachusetts,Chairs,7,6,0,15,1,61,63
Furniture,Clinton,United States,PS-18970,Paul Stevenson,2021-10-04,CA-2021-163818,20735,FUR-FU-10000076,24-Hour Round Wall Clock,East,5582,Home Office,2021-10-08,Standard Class,Shipped Early,Maryland,Furnishings,4,6,0,9,1,20,21
Furniture,Cambridge,United States,PV-18985,Paul Van Hugh,2021-03-11,US-2021-133081,2138,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",East,8044,Home Office,2021-03-15,Standard Class,Shipped Early,Massachusetts,Furnishings,4,6,0,12,1,27,28
Furniture,Holyoke,United States,PP-18955,Paul Prost,2019-07-06,CA-2019-146087,1040,FUR-BO-10002824,Bush Mission Pointe Library,East,2416,Home Office,2019-07-11,Standard Class,Shipped Early,Massachusetts,Bookcases,5,6,0,60,2,302,313
Furniture,Providence,United States,KM-16375,Katherine Murray,2018-12-31,CA-2018-133592,2908,FUR-BO-10000362,Sauder Inglewood Library Bookcases,East,7681,Home Office,2019-01-07,Standard Class,Shipped Late,Rhode Island,Bookcases,7,6,0,79,2,342,354
Furniture,Danbury,United States,JB-16045,Julia Barnett,2021-12-23,CA-2021-110625,6810,FUR-FU-10001473,DAX Wood Document Frame,East,8392,Home Office,2021-12-30,Standard Class,Shipped Late,Connecticut,Furnishings,7,6,0,10,2,27,28
Furniture,Columbia,United States,TH-21550,Tracy Hopkins,2021-08-21,CA-2021-112956,21044,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",East,3605,Home Office,2021-08-27,Standard Class,Shipped On Time,Maryland,Furnishings,6,6,0,9,2,25,26
Furniture,Franklin,United States,DR-12940,Daniel Raglin,2019-09-01,CA-2019-104626,2038,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,East,2818,Home Office,2019-09-08,Standard Class,Shipped Late,Massachusetts,Furnishings,7,6,0,27,2,124,129
Furniture,New York City,United States,NF-18595,Nicole Fjeld,2019-04-04,CA-2019-110667,10009,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,East,1055,Home Office,2019-04-08,Standard Class,Shipped Early,New York,Furnishings,4,6,0,23,2,108,112
Furniture,Malden,United States,AP-10720,Anne Pryor,2020-09-08,US-2020-114174,2148,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",East,2544,Home Office,2020-09-14,Standard Class,Shipped On Time,Massachusetts,Bookcases,6,6,0,14,3,174,180
Furniture,Fairfield,United States,AD-10180,Alan Dominguez,2021-12-01,CA-2021-143245,6824,FUR-CH-10000155,Global Comet Stacking Armless Chair,East,4929,Home Office,2021-12-06,Standard Class,Shipped Early,Connecticut,Chairs,5,6,0,251,3,897,929
Furniture,Everett,United States,TH-21550,Tracy Hopkins,2019-09-21,CA-2019-117800,2149,FUR-CH-10000785,Global Ergonomic Managers Chair,East,4619,Home Office,2019-09-26,Standard Class,Shipped Early,Massachusetts,Chairs,5,6,0,141,3,543,562
Furniture,New York City,United States,TH-21550,Tracy Hopkins,2019-07-23,CA-2019-120810,10009,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,3324,Home Office,2019-07-27,Standard Class,Shipped Early,New York,Furnishings,4,6,0,50,3,129,133
Furniture,Columbia,United States,TH-21550,Tracy Hopkins,2021-08-21,CA-2021-112956,21044,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",East,3606,Home Office,2021-08-27,Standard Class,Shipped On Time,Maryland,Furnishings,6,6,0,31,4,92,95
Furniture,Paterson,United States,SN-20560,Skye Norling,2019-09-11,CA-2019-125934,7501,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,East,8862,Home Office,2019-09-18,Standard Class,Shipped Late,New Jersey,Furnishings,7,6,0,4,4,9,9
Furniture,Rome,United States,BE-11335,Bill Eplett,2021-07-17,US-2021-105046,13440,FUR-FU-10004848,DAX Solid Wood Frames,East,4528,Home Office,2021-07-23,Standard Class,Shipped On Time,New York,Furnishings,6,6,0,14,4,39,40
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,2021-11-28,CA-2021-117702,21215,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",East,4248,Home Office,2021-12-04,Standard Class,Shipped On Time,Maryland,Furnishings,6,6,0,8,5,21,22
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,2021-11-28,CA-2021-117702,21215,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,East,4247,Home Office,2021-12-04,Standard Class,Shipped On Time,Maryland,Furnishings,6,6,0,273,5,1049,1086
Furniture,Providence,United States,KM-16375,Katherine Murray,2018-12-31,CA-2018-133592,2908,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",East,7682,Home Office,2019-01-07,Standard Class,Shipped Late,Rhode Island,Chairs,7,6,0,151,6,606,627
Furniture,Providence,United States,DB-13270,Deborah Brumfield,2020-12-02,CA-2020-163804,2908,FUR-FU-10004864,Eldon 500 Class Desk Accessories,East,6470,Home Office,2020-12-08,Standard Class,Shipped On Time,Rhode Island,Furnishings,6,6,0,24,6,72,75
Furniture,New York City,United States,BF-11215,Benjamin Farhat,2018-11-09,CA-2018-103219,10035,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",East,8138,Home Office,2018-11-13,Standard Class,Shipped Early,New York,Furnishings,4,6,0,21,9,57,58
Furniture,New York City,United States,PP-18955,Paul Prost,2018-09-08,CA-2018-146815,10009,FUR-CH-10004289,Global Super Steno Chair,East,8707,Home Office,2018-09-13,Standard Class,Shipped Early,New York,Chairs,5,6,0.1,13,2,173,179
Furniture,New York City,United States,BC-11125,Becky Castell,2020-08-12,CA-2020-143910,10011,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",East,4646,Home Office,2020-08-16,Standard Class,Shipped Early,New York,Chairs,4,6,0.1,-8,2,146,151
Furniture,New York City,United States,RM-19675,Robert Marley,2018-11-14,CA-2018-166989,10011,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",East,4282,Home Office,2018-11-18,Standard Class,Shipped Early,New York,Chairs,4,6,0.1,15,2,69,72
Furniture,New York City,United States,CC-12430,Chuck Clark,2019-09-06,CA-2019-150791,10024,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",East,3420,Home Office,2019-09-13,Standard Class,Shipped Late,New York,Chairs,7,6,0.1,60,2,272,281
Furniture,New York City,United States,DB-13360,Dennis Bolton,2020-04-26,CA-2020-139556,10009,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,East,4648,Home Office,2020-05-01,Standard Class,Shipped Early,New York,Chairs,5,6,0.1,63,3,435,450
Furniture,Watertown,United States,MA-17995,Michelle Arnett,2021-06-27,CA-2021-123638,13601,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",East,2957,Home Office,2021-07-04,Standard Class,Shipped Late,New York,Chairs,7,6,0.1,32,3,192,198
Furniture,New York City,United States,TB-21190,Thomas Brumley,2018-12-27,CA-2018-163447,10011,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",East,6132,Home Office,2018-12-31,Standard Class,Shipped Early,New York,Chairs,4,6,0.1,162,14,767,794
Furniture,Chester,United States,MH-18115,Mick Hernandez,2021-03-10,CA-2021-144638,19013,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,East,1256,Home Office,2021-03-14,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,0.2,1,1,7,7
Furniture,Philadelphia,United States,VT-21700,Valerie Takahito,2019-04-05,CA-2019-167010,19143,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",East,3910,Home Office,2019-04-10,Standard Class,Shipped Early,Pennsylvania,Furnishings,5,6,0.2,2,1,8,8
Furniture,Chester,United States,MH-18115,Mick Hernandez,2021-03-10,CA-2021-144638,19013,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,East,1257,Home Office,2021-03-14,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,0.2,12,2,44,45
Furniture,Philadelphia,United States,JK-16120,Julie Kriz,2019-10-04,CA-2019-134859,19134,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",East,2128,Home Office,2019-10-09,Standard Class,Shipped Early,Pennsylvania,Furnishings,5,6,0.2,6,3,65,67
Furniture,Philadelphia,United States,MO-17800,Meg O'Connel,2021-04-22,CA-2021-169054,19140,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,3027,Home Office,2021-04-26,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,0.2,0,3,254,263
Furniture,Columbus,United States,LB-16795,Laurel Beltran,2018-04-23,US-2018-150119,43229,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,East,3409,Home Office,2018-04-27,Standard Class,Shipped Early,Ohio,Furnishings,4,6,0.2,8,4,22,23
Furniture,Philadelphia,United States,VT-21700,Valerie Takahito,2019-04-05,CA-2019-167010,19143,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,East,3907,Home Office,2019-04-10,Standard Class,Shipped Early,Pennsylvania,Furnishings,5,6,0.2,-68,4,547,566
Furniture,Philadelphia,United States,AD-10180,Alan Dominguez,2019-06-14,CA-2019-120439,19120,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,1327,Home Office,2019-06-18,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,0.2,5,6,51,53
Furniture,Lorain,United States,BE-11455,Brad Eason,2020-05-06,CA-2020-118052,44052,FUR-FU-10004848,DAX Solid Wood Frames,East,2382,Home Office,2020-05-10,Standard Class,Shipped Early,Ohio,Furnishings,4,6,0.2,12,7,55,57
Furniture,Springfield,United States,PP-18955,Paul Prost,2020-11-10,CA-2020-145177,45503,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,East,3639,Home Office,2020-11-14,Standard Class,Shipped Early,Ohio,Furnishings,4,6,0.2,30,7,148,153
Furniture,Columbus,United States,MP-17470,Mark Packer,2020-01-11,CA-2020-141887,43229,FUR-FU-10002268,Ultra Door Push Plate,East,8522,Home Office,2020-01-15,Standard Class,Shipped Early,Ohio,Furnishings,4,6,0.2,9,14,55,57
Furniture,Columbus,United States,LB-16795,Laurel Beltran,2018-04-23,US-2018-150119,43229,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,3406,Home Office,2018-04-27,Standard Class,Shipped Early,Ohio,Chairs,4,6,0.3,-12,2,281,291
Furniture,Columbus,United States,LB-16795,Laurel Beltran,2018-04-23,US-2018-150119,43229,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,3407,Home Office,2018-04-27,Standard Class,Shipped Early,Ohio,Chairs,4,6,0.3,-12,2,281,291
Furniture,Lawrence,United States,BF-11170,Ben Ferrer,2021-12-14,CA-2021-151799,1841,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,East,7702,Home Office,2021-12-18,Standard Class,Shipped Early,Massachusetts,Tables,4,6,0.3,-53,2,527,545
Furniture,Philadelphia,United States,PO-19195,Phillina Ober,2019-11-20,CA-2019-110891,19140,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",East,7917,Home Office,2019-11-24,Standard Class,Shipped Early,Pennsylvania,Chairs,4,6,0.3,-93,4,344,356
Furniture,Philadelphia,United States,MH-18115,Mick Hernandez,2021-05-13,CA-2021-137785,19140,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,East,9000,Home Office,2021-05-17,Standard Class,Shipped Early,Pennsylvania,Chairs,4,6,0.3,-124,5,458,474
Furniture,Philadelphia,United States,JP-16135,Julie Prescott,2020-11-03,CA-2020-134180,19120,FUR-CH-10004886,Bevis Steel Folding Chairs,East,8968,Home Office,2020-11-07,Standard Class,Shipped Early,Pennsylvania,Chairs,4,6,0.3,-13,7,470,487
Furniture,Springfield,United States,MP-18175,Mike Pelletier,2018-03-28,US-2018-117380,45503,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,East,9900,Home Office,2018-04-03,Standard Class,Shipped On Time,Ohio,Tables,6,6,0.4,-143,1,331,342
Furniture,New York City,United States,LS-16975,Lindsay Shagiari,2019-09-17,US-2019-138919,10035,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",East,3016,Home Office,2019-09-21,Standard Class,Shipped Early,New York,Tables,4,6,0.4,-103,2,344,356
Furniture,Columbus,United States,GM-14455,Gary Mitchum,2020-04-19,US-2020-161396,43229,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",East,1403,Home Office,2020-04-25,Standard Class,Shipped On Time,Ohio,Tables,6,6,0.4,-58,2,205,212
Furniture,Philadelphia,United States,MH-17290,Marc Harrigan,2021-03-11,US-2021-141558,19140,FUR-TA-10004086,KI Adjustable-Height Table,East,7146,Home Office,2021-03-16,Standard Class,Shipped Early,Pennsylvania,Tables,5,6,0.4,-46,3,155,160
Furniture,Philadelphia,United States,VT-21700,Valerie Takahito,2019-04-05,CA-2019-167010,19143,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",East,3911,Home Office,2019-04-10,Standard Class,Shipped Early,Pennsylvania,Bookcases,5,6,0.5,-211,5,352,365
Furniture,Tuscaloosa,United States,SR-20425,Sharelle Roach,2021-12-22,CA-2021-100412,35401,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",South,7151,Home Office,2021-12-26,Standard Class,Shipped Early,Alabama,Chairs,4,6,0,35,2,142,147
Furniture,Henderson,United States,SC-20050,Sample Company A,2021-11-20,CA-2021-154123,42420,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,South,4841,Home Office,2021-11-25,Standard Class,Shipped Early,Kentucky,Furnishings,5,6,0,12,2,28,29
Furniture,Louisville,United States,AS-10630,Ann Steele,2020-09-22,US-2020-155404,40214,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,South,6465,Home Office,2020-09-28,Standard Class,Shipped On Time,Kentucky,Furnishings,6,6,0,6,2,13,14
